Entry Number,Broker Reference,Customer Name,Customer Code,Entry Filed Date,Release Date,Summary Date,Port of Entry,Port of Lading,Mode of Transport,Carrier,Bill of Lading,Container Number,Country of Origin Code,Country of Origin,MID,Invoice Tariff Line,Invoice Tariff - HTS Code,Invoice Tariff - Description,Invoice Line - Units,Invoice Line - UOM,Invoice Tariff - Entered Value,Invoice Tariff - Duty Rate (%),Invoice Tariff - Duty,Section 301 Code,Section 301 Duty,IEEPA Code,IEEPA Duty,MPF,HMF,"Total Duty, Taxes, Fees & Penalties",On Hold,Hold Reason,Pay Type,Entry Type
59561818323,BQLP72318223201,Summit Athletic Gear,SAG,2024-10-26,2024-10-29,2024-11-10,5301 (Houston),CNSHA (Shanghai),Ocean,COSCO,MSKU5005695,JZYR6588362,CN,China,CNRHN58869,2,9506.62.8040,Inflatable balls,1649,NMB,9706.51,0.0,0.0,9903.88.15,727.99,,0.0,33.62,12.13,773.74,No,,Statement,01 - Consumption
59561818323,BQLP72318223201,Summit Athletic Gear,SAG,2024-10-26,2024-10-29,2024-11-10,5301 (Houston),CNSHA (Shanghai),Ocean,COSCO,MSKU5005695,JZYR6588362,CN,China,CNRHN58869,3,6211.33.0056,"Men's track suits, man-made fibers",4031,DOZ,17234.42,16.0,2757.51,,0.0,,0.0,59.7,21.54,2838.75,No,,Statement,01 - Consumption
59561818328,BQNK86298614257,Pacific Coast Apparel,PCA,2024-10-09,2024-10-10,2024-10-22,1701 (Charleston),CNSHA (Shanghai),Ocean,MAERSK LINE,MSKU6384424,QNNT9010135,CN,China,CNJGV33322,1,6109.10.0040,"T-shirts, cotton, men's",446,DOZ,20794.84,16.5,3431.15,9903.88.15,1559.61,,0.0,72.03,25.99,5088.78,No,,Statement,01 - Consumption
59561818328,BQNK86298614257,Pacific Coast Apparel,PCA,2024-10-09,2024-10-10,2024-10-22,1701 (Charleston),CNSHA (Shanghai),Ocean,MAERSK LINE,MSKU6384424,QNNT9010135,CN,China,CNJGV33322,2,6109.10.0040,"T-shirts, cotton, men's",4585,DOZ,24067.72,16.5,3971.17,9903.88.03,6016.93,,0.0,83.37,30.08,10101.55,No,,Daily,01 - Consumption
59561818328,BQNK86298614257,Pacific Coast Apparel,PCA,2024-10-09,2024-10-10,2024-10-22,1701 (Charleston),CNSHA (Shanghai),Ocean,MAERSK LINE,MSKU6384424,QNNT9010135,CN,China,CNJGV33322,3,6205.20.2065,"Men's shirts, cotton",1900,DOZ,85802.52,19.7,16903.1,9903.88.03,21450.63,,0.0,297.22,107.25,38758.2,No,,Statement,01 - Consumption
59561818329,BQNK98337418571,Pacific Coast Apparel,PCA,2025-02-05,2025-02-08,2025-02-17,5301 (Houston),INMAA (Chennai),Ocean,CMA CGM,MSKU1930815,IZSM9095273,IN,India,INUOL36717,1,6109.10.0040,"T-shirts, cotton, men's",2477,DOZ,32146.6,16.5,5304.19,,0.0,9903.02.26,8358.12,111.36,40.18,13813.85,No,,Statement,01 - Consumption
59561818329,BQNK98337418571,Pacific Coast Apparel,PCA,2025-02-05,2025-02-08,2025-02-17,5301 (Houston),INMAA (Chennai),Ocean,CMA CGM,MSKU1930815,IZSM9095273,IN,India,INUOL36717,2,6109.10.0040,"T-shirts, cotton, men's",4129,DOZ,138786.37,16.5,22899.75,,0.0,9903.02.26,36084.46,480.76,173.48,59638.45,No,,Daily,06 - FTZ
59561818340,BQMJ47017897471,Pacific Coast Apparel,PCA,2025-02-27,2025-02-28,2025-03-10,2809 (Long Beach),CNSHA (Shanghai),Ocean,ONE,MSKU4155713,JSJQ8007933,CN,China,CNEPF85578,1,6104.63.2006,"Women's trousers, synthetic, knitted",3103,DOZ,133541.87,28.2,37658.81,9903.88.03,33385.47,9903.01.25,26708.37,462.59,166.93,98382.17,No,,Daily,01 - Consumption
59561818340,BQMJ47017897471,Pacific Coast Apparel,PCA,2025-02-27,2025-02-28,2025-03-10,2809 (Long Beach),CNSHA (Shanghai),Ocean,ONE,MSKU4155713,JSJQ8007933,CN,China,CNEPF85578,2,6110.20.2079,"Cotton pullovers, knitted",3284,DOZ,86108.19,16.5,14207.85,9903.88.15,6458.11,9903.01.25,17221.64,298.28,107.64,38293.52,No,,Statement,01 - Consumption
59561818390,BQRS92722970867,Summit Athletic Gear,SAG,2024-12-15,2024-12-16,2024-12-26,1001 (New York/Newark),CNSHA (Shanghai),Ocean,CMA CGM,MSKU3520838,CYCN2191242,CN,China,CNNWP90123,1,9506.62.8040,Inflatable balls,940,NMB,32512.12,0.0,0.0,9903.88.03,8128.03,,0.0,112.62,40.64,8281.29,No,,Daily,01 - Consumption
59561818390,BQRS92722970867,Summit Athletic Gear,SAG,2024-12-15,2024-12-16,2024-12-26,1001 (New York/Newark),CNSHA (Shanghai),Ocean,CMA CGM,MSKU3520838,CYCN2191242,CN,China,CNNWP90123,2,9506.62.8040,Inflatable balls,2522,NMB,119587.9,0.0,0.0,9903.88.03,29896.97,,0.0,414.25,149.48,30460.7,No,,Daily,06 - FTZ
59561818390,BQRS92722970867,Summit Athletic Gear,SAG,2024-12-15,2024-12-16,2024-12-26,1001 (New York/Newark),CNSHA (Shanghai),Ocean,CMA CGM,MSKU3520838,CYCN2191242,CN,China,CNNWP90123,3,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",1555,PRS,45285.44,20.0,9057.09,9903.88.03,11321.36,,0.0,156.87,56.61,20591.93,No,,Daily,01 - Consumption
59561818390,BQRS92722970867,Summit Athletic Gear,SAG,2024-12-15,2024-12-16,2024-12-26,1001 (New York/Newark),CNSHA (Shanghai),Ocean,CMA CGM,MSKU3520838,CYCN2191242,CN,China,CNNWP90123,4,6505.00.8015,Knitted caps/hats,1331,DOZ,57960.07,20.7,11997.73,9903.88.15,4347.01,,0.0,200.77,72.45,16617.96,No,,Daily,06 - FTZ
59561818390,BQRS92722970867,Summit Athletic Gear,SAG,2024-12-15,2024-12-16,2024-12-26,1001 (New York/Newark),CNSHA (Shanghai),Ocean,CMA CGM,MSKU3520838,CYCN2191242,CN,China,CNNWP90123,5,6116.93.8800,"Synthetic fiber gloves, knitted",36,DOZ/PRS,136848.88,18.6,25453.89,9903.88.03,34212.22,,0.0,474.04,171.06,60311.21,No,,Daily,06 - FTZ
59561818390,BQRS92722970867,Summit Athletic Gear,SAG,2024-12-15,2024-12-16,2024-12-26,1001 (New York/Newark),CNSHA (Shanghai),Ocean,CMA CGM,MSKU3520838,CYCN2191242,CN,China,CNNWP90123,6,9506.62.8040,Inflatable balls,1399,NMB,22040.86,0.0,0.0,9903.88.15,1653.06,,0.0,76.35,27.55,1756.96,Yes,PGA Review,Daily,01 - Consumption
59561818394,BQLP75537713625,Summit Athletic Gear,SAG,2024-12-07,2024-12-10,2024-12-20,2704 (Los Angeles),CNSHA (Shanghai),Ocean,COSCO,MSKU1851003,UGOW2291707,CN,China,CNBPU24202,1,4202.92.3031,"Sports bags, outer surface textile",1103,NMB,11646.51,17.6,2049.79,9903.88.03,2911.63,,0.0,40.34,14.56,5016.32,No,,Statement,01 - Consumption
59561818394,BQLP75537713625,Summit Athletic Gear,SAG,2024-12-07,2024-12-10,2024-12-20,2704 (Los Angeles),CNSHA (Shanghai),Ocean,COSCO,MSKU1851003,UGOW2291707,CN,China,CNBPU24202,2,6116.93.8800,"Synthetic fiber gloves, knitted",2394,DOZ/PRS,95149.64,18.6,17697.83,9903.88.15,7136.22,,0.0,329.6,118.94,25282.59,No,,Statement,01 - Consumption
59561818394,BQLP75537713625,Summit Athletic Gear,SAG,2024-12-07,2024-12-10,2024-12-20,2704 (Los Angeles),CNSHA (Shanghai),Ocean,COSCO,MSKU1851003,UGOW2291707,CN,China,CNBPU24202,3,6211.33.0056,"Men's track suits, man-made fibers",2083,DOZ,99836.41,16.0,15973.83,,0.0,,0.0,345.83,124.8,16444.46,No,,Daily,01 - Consumption
59561818420,BQLP27232839180,Meridian Home Furnishings,MHF,2025-03-21,2025-03-22,2025-04-01,2809 (Long Beach),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU2129728,ILTI2955767,CN,China,CNLPR72055,1,7009.92.5000,"Glass mirrors, framed",497,NMB,105731.53,3.9,4123.53,9903.88.15,7929.86,9903.01.25,21146.31,366.25,132.16,33698.11,No,,Statement,01 - Consumption
59561818420,BQLP27232839180,Meridian Home Furnishings,MHF,2025-03-21,2025-03-22,2025-04-01,2809 (Long Beach),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU2129728,ILTI2955767,CN,China,CNLPR72055,2,5702.42.2090,"Floor coverings, woven pile, of man-made fibers",4801,M2,129486.65,4.4,5697.41,9903.88.03,32371.66,9903.01.25,25897.33,448.54,161.86,64576.8,No,,Statement,01 - Consumption
59561818420,BQLP27232839180,Meridian Home Furnishings,MHF,2025-03-21,2025-03-22,2025-04-01,2809 (Long Beach),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU2129728,ILTI2955767,CN,China,CNLPR72055,3,7009.92.5000,"Glass mirrors, framed",934,NMB,43883.88,3.9,1711.47,9903.88.03,10970.97,9903.01.25,8776.78,152.01,54.85,21666.08,No,,Daily,06 - FTZ
59561818420,BQLP27232839180,Meridian Home Furnishings,MHF,2025-03-21,2025-03-22,2025-04-01,2809 (Long Beach),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU2129728,ILTI2955767,CN,China,CNLPR72055,4,7009.92.5000,"Glass mirrors, framed",4770,NMB,28839.36,3.9,1124.74,,0.0,9903.01.25,5767.87,99.9,36.05,7028.56,No,,Daily,01 - Consumption
59561818422,BQMJ50588405589,Meridian Home Furnishings,MHF,2024-10-30,2024-10-31,2024-11-12,2704 (Los Angeles),CNSHA (Shanghai),Ocean,MAERSK LINE,MSKU9490760,QSLZ9614928,CN,China,CNYKJ48967,1,9404.90.2000,Pillows and cushions,4453,NMB,22457.89,6.0,1347.47,9903.88.03,5614.47,,0.0,77.79,28.07,7067.8,No,,Daily,06 - FTZ
59561818422,BQMJ50588405589,Meridian Home Furnishings,MHF,2024-10-30,2024-10-31,2024-11-12,2704 (Los Angeles),CNSHA (Shanghai),Ocean,MAERSK LINE,MSKU9490760,QSLZ9614928,CN,China,CNYKJ48967,2,9404.90.2000,Pillows and cushions,2688,NMB,142438.85,6.0,8546.33,9903.88.15,10682.91,,0.0,493.41,178.05,19900.7,No,,Daily,01 - Consumption
59561818422,BQMJ50588405589,Meridian Home Furnishings,MHF,2024-10-30,2024-10-31,2024-11-12,2704 (Los Angeles),CNSHA (Shanghai),Ocean,MAERSK LINE,MSKU9490760,QSLZ9614928,CN,China,CNYKJ48967,3,9405.42.8200,"Luminaires and lighting, LED",1577,NMB,119486.56,3.9,4659.98,9903.88.03,29871.64,,0.0,413.9,149.36,35094.88,No,,Statement,01 - Consumption
59561818422,BQMJ50588405589,Meridian Home Furnishings,MHF,2024-10-30,2024-10-31,2024-11-12,2704 (Los Angeles),CNSHA (Shanghai),Ocean,MAERSK LINE,MSKU9490760,QSLZ9614928,CN,China,CNYKJ48967,4,9401.71.0011,Upholstered metal-frame seating,4248,NMB,47539.49,0.0,0.0,,0.0,,0.0,164.68,59.42,224.1,No,,Daily,01 - Consumption
59561818423,BQNK62621071695,Meridian Home Furnishings,MHF,2025-02-15,2025-02-17,2025-03-01,1001 (New York/Newark),CNSHA (Shanghai),Ocean,COSCO,MSKU2370247,QZEZ6253528,CN,China,CNGVT43179,1,7009.92.5000,"Glass mirrors, framed",3482,NMB,66431.21,3.9,2590.82,,0.0,9903.01.25,13286.24,230.12,83.04,16190.22,No,,Daily,01 - Consumption
59561818423,BQNK62621071695,Meridian Home Furnishings,MHF,2025-02-15,2025-02-17,2025-03-01,1001 (New York/Newark),CNSHA (Shanghai),Ocean,COSCO,MSKU2370247,QZEZ6253528,CN,China,CNGVT43179,2,9405.42.8200,"Luminaires and lighting, LED",1112,NMB,93052.38,3.9,3629.04,9903.88.15,6978.93,9903.01.25,18610.48,322.33,116.32,29657.1,No,,Daily,06 - FTZ
59561818432,BQMJ70300126278,Pacific Coast Apparel,PCA,2025-02-13,2025-02-16,2025-02-26,5301 (Houston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU5900834,VBGF1600549,CN,China,CNWJB98239,1,6104.63.2006,"Women's trousers, synthetic, knitted",4049,DOZ,144996.1,28.2,40888.9,,0.0,9903.01.25,28999.22,502.27,181.25,70571.64,No,,Statement,01 - Consumption
59561818432,BQMJ70300126278,Pacific Coast Apparel,PCA,2025-02-13,2025-02-16,2025-02-26,5301 (Houston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU5900834,VBGF1600549,CN,China,CNWJB98239,2,6204.62.4011,"Women's trousers, cotton",1507,DOZ,65122.96,16.6,10810.41,9903.88.03,16280.74,9903.01.25,13024.59,225.59,81.4,40422.73,No,,Statement,01 - Consumption
59561818432,BQMJ70300126278,Pacific Coast Apparel,PCA,2025-02-13,2025-02-16,2025-02-26,5301 (Houston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU5900834,VBGF1600549,CN,China,CNWJB98239,3,6205.20.2065,"Men's shirts, cotton",3568,DOZ,112992.13,19.7,22259.45,9903.88.03,28248.03,9903.01.25,22598.43,391.4,141.24,73638.55,No,,Daily,01 - Consumption
59561818432,BQMJ70300126278,Pacific Coast Apparel,PCA,2025-02-13,2025-02-16,2025-02-26,5301 (Houston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU5900834,VBGF1600549,CN,China,CNWJB98239,4,6109.10.0040,"T-shirts, cotton, men's",4561,DOZ,98805.86,16.5,16302.97,9903.88.03,24701.47,9903.01.25,19761.17,342.26,123.51,61231.38,No,,Statement,06 - FTZ
59561818432,BQMJ70300126278,Pacific Coast Apparel,PCA,2025-02-13,2025-02-16,2025-02-26,5301 (Houston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU5900834,VBGF1600549,CN,China,CNWJB98239,5,4202.22.8050,"Handbags, outer surface textile",1580,NMB,145551.83,17.6,25617.12,9903.88.15,10916.39,9903.01.25,29110.37,504.19,181.94,66330.01,No,,Daily,01 - Consumption
59561818474,BQNK74055511239,Pacific Coast Apparel,PCA,2024-10-09,2024-10-11,2024-10-19,1001 (New York/Newark),BDCGP (Chittagong),Ocean,HAPAG-LLOYD,MSKU7160857,PBCL4138788,BD,Bangladesh,BDRQI50954,1,4202.22.8050,"Handbags, outer surface textile",477,NMB,52254.05,17.6,9196.71,,0.0,,0.0,181.01,65.32,9443.04,No,,Statement,06 - FTZ
59561818474,BQNK74055511239,Pacific Coast Apparel,PCA,2024-10-09,2024-10-11,2024-10-19,1001 (New York/Newark),BDCGP (Chittagong),Ocean,HAPAG-LLOYD,MSKU7160857,PBCL4138788,BD,Bangladesh,BDRQI50954,2,6205.20.2065,"Men's shirts, cotton",3081,DOZ,1416.43,19.7,279.04,,0.0,,0.0,31.67,1.77,312.48,No,,Daily,01 - Consumption
59561818474,BQNK74055511239,Pacific Coast Apparel,PCA,2024-10-09,2024-10-11,2024-10-19,1001 (New York/Newark),BDCGP (Chittagong),Ocean,HAPAG-LLOYD,MSKU7160857,PBCL4138788,BD,Bangladesh,BDRQI50954,3,4202.22.8050,"Handbags, outer surface textile",4743,NMB,91608.53,17.6,16123.1,,0.0,,0.0,317.33,114.51,16554.94,No,,Daily,01 - Consumption
59561818474,BQNK74055511239,Pacific Coast Apparel,PCA,2024-10-09,2024-10-11,2024-10-19,1001 (New York/Newark),BDCGP (Chittagong),Ocean,HAPAG-LLOYD,MSKU7160857,PBCL4138788,BD,Bangladesh,BDRQI50954,4,6204.62.4011,"Women's trousers, cotton",3746,DOZ,56993.78,16.6,9460.97,,0.0,,0.0,197.43,71.24,9729.64,No,,Daily,01 - Consumption
59561818474,BQNK74055511239,Pacific Coast Apparel,PCA,2024-10-09,2024-10-11,2024-10-19,1001 (New York/Newark),BDCGP (Chittagong),Ocean,HAPAG-LLOYD,MSKU7160857,PBCL4138788,BD,Bangladesh,BDRQI50954,5,6110.20.2079,"Cotton pullovers, knitted",1957,DOZ,82251.69,16.5,13571.53,,0.0,,0.0,284.92,102.81,13959.26,Yes,FDA Hold,Daily,01 - Consumption
59561818497,BQLP34688556771,Summit Athletic Gear,SAG,2024-12-03,2024-12-05,2024-12-17,1001 (New York/Newark),IDTPP (Tanjung Priok),Ocean,HAPAG-LLOYD,MSKU6583640,IFVE1579971,ID,Indonesia,IDTPJ22617,1,6116.93.8800,"Synthetic fiber gloves, knitted",2913,DOZ/PRS,16905.21,18.6,3144.37,,0.0,,0.0,58.56,21.13,3224.06,No,,Statement,01 - Consumption
59561818497,BQLP34688556771,Summit Athletic Gear,SAG,2024-12-03,2024-12-05,2024-12-17,1001 (New York/Newark),IDTPP (Tanjung Priok),Ocean,HAPAG-LLOYD,MSKU6583640,IFVE1579971,ID,Indonesia,IDTPJ22617,2,9506.62.8040,Inflatable balls,3374,NMB,74933.69,0.0,0.0,,0.0,,0.0,259.57,93.67,353.24,No,,Statement,06 - FTZ
59561818497,BQLP34688556771,Summit Athletic Gear,SAG,2024-12-03,2024-12-05,2024-12-17,1001 (New York/Newark),IDTPP (Tanjung Priok),Ocean,HAPAG-LLOYD,MSKU6583640,IFVE1579971,ID,Indonesia,IDTPJ22617,3,6116.93.8800,"Synthetic fiber gloves, knitted",3302,DOZ/PRS,113568.32,18.6,21123.71,,0.0,,0.0,393.4,141.96,21659.07,No,,Statement,01 - Consumption
59561818497,BQLP34688556771,Summit Athletic Gear,SAG,2024-12-03,2024-12-05,2024-12-17,1001 (New York/Newark),IDTPP (Tanjung Priok),Ocean,HAPAG-LLOYD,MSKU6583640,IFVE1579971,ID,Indonesia,IDTPJ22617,4,6505.00.8015,Knitted caps/hats,259,DOZ,38145.42,20.7,7896.1,,0.0,,0.0,132.14,47.68,8075.92,No,,Daily,01 - Consumption
59561818529,BQRS18408636838,Meridian Home Furnishings,MHF,2024-11-01,2024-11-04,2024-11-16,1001 (New York/Newark),CNSHA (Shanghai),Ocean,MSC,MSKU2879666,DCBU9830319,CN,China,CNVQO40154,1,5702.42.2090,"Floor coverings, woven pile, of man-made fibers",2526,M2,101374.46,4.4,4460.48,9903.88.15,7603.08,,0.0,351.16,126.72,12541.44,No,,Statement,01 - Consumption
59561818529,BQRS18408636838,Meridian Home Furnishings,MHF,2024-11-01,2024-11-04,2024-11-16,1001 (New York/Newark),CNSHA (Shanghai),Ocean,MSC,MSKU2879666,DCBU9830319,CN,China,CNVQO40154,2,9403.60.8081,"Wooden furniture, other",3624,NMB,112506.07,0.0,0.0,9903.88.15,8437.96,,0.0,389.72,140.63,8968.31,No,,Daily,01 - Consumption
59561818529,BQRS18408636838,Meridian Home Furnishings,MHF,2024-11-01,2024-11-04,2024-11-16,1001 (New York/Newark),CNSHA (Shanghai),Ocean,MSC,MSKU2879666,DCBU9830319,CN,China,CNVQO40154,3,9401.71.0011,Upholstered metal-frame seating,728,NMB,46219.08,0.0,0.0,9903.88.03,11554.77,,0.0,160.1,57.77,11772.64,No,,Statement,01 - Consumption
59561818557,BQLP13567074423,Summit Athletic Gear,SAG,2024-11-10,2024-11-11,2024-11-18,2704 (Los Angeles),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU9934658,CUGK7244866,VN,Vietnam,VNSRX26906,1,6116.93.8800,"Synthetic fiber gloves, knitted",2504,DOZ/PRS,11832.51,18.6,2200.85,,0.0,,0.0,40.99,14.79,2256.63,No,,Statement,06 - FTZ
59561818557,BQLP13567074423,Summit Athletic Gear,SAG,2024-11-10,2024-11-11,2024-11-18,2704 (Los Angeles),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU9934658,CUGK7244866,VN,Vietnam,VNSRX26906,2,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",1113,PRS,77910.48,20.0,15582.1,,0.0,,0.0,269.88,97.39,15949.37,No,,Statement,06 - FTZ
59561818598,BQNK48930575136,Summit Athletic Gear,SAG,2025-02-11,2025-02-14,2025-02-26,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU1180271,FDAE6224220,VN,Vietnam,VNRGS50211,1,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",365,PRS,61998.09,20.0,12399.62,,0.0,9903.02.46,28519.12,214.76,77.5,41211.0,No,,Statement,01 - Consumption
59561818598,BQNK48930575136,Summit Athletic Gear,SAG,2025-02-11,2025-02-14,2025-02-26,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU1180271,FDAE6224220,VN,Vietnam,VNRGS50211,2,4202.92.3031,"Sports bags, outer surface textile",3246,NMB,790.67,17.6,139.16,,0.0,9903.02.46,363.71,31.67,0.99,535.53,Yes,FDA Hold,Statement,01 - Consumption
59561818598,BQNK48930575136,Summit Athletic Gear,SAG,2025-02-11,2025-02-14,2025-02-26,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU1180271,FDAE6224220,VN,Vietnam,VNRGS50211,3,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",1930,PRS,50766.11,20.0,10153.22,,0.0,9903.02.46,23352.41,175.85,63.46,33744.94,No,,Daily,01 - Consumption
59561818642,BQNK42981119412,Meridian Home Furnishings,MHF,2025-01-28,2025-01-29,2025-02-10,2809 (Long Beach),CNSHA (Shanghai),Ocean,COSCO,MSKU8788870,DCJU9770031,CN,China,CNUPT86291,1,9404.90.2000,Pillows and cushions,4546,NMB,135980.35,6.0,8158.82,9903.88.15,10198.53,,0.0,471.04,169.98,18998.37,No,,Daily,01 - Consumption
59561818642,BQNK42981119412,Meridian Home Furnishings,MHF,2025-01-28,2025-01-29,2025-02-10,2809 (Long Beach),CNSHA (Shanghai),Ocean,COSCO,MSKU8788870,DCJU9770031,CN,China,CNUPT86291,2,5702.42.2090,"Floor coverings, woven pile, of man-made fibers",530,M2,33051.77,4.4,1454.28,9903.88.03,8262.94,,0.0,114.49,41.31,9873.02,No,,Statement,01 - Consumption
59561818642,BQNK42981119412,Meridian Home Furnishings,MHF,2025-01-28,2025-01-29,2025-02-10,2809 (Long Beach),CNSHA (Shanghai),Ocean,COSCO,MSKU8788870,DCJU9770031,CN,China,CNUPT86291,3,7009.92.5000,"Glass mirrors, framed",4710,NMB,33869.36,3.9,1320.91,9903.88.03,8467.34,,0.0,117.32,42.34,9947.91,Yes,Value Inquiry,Daily,01 - Consumption
59561818642,BQNK42981119412,Meridian Home Furnishings,MHF,2025-01-28,2025-01-29,2025-02-10,2809 (Long Beach),CNSHA (Shanghai),Ocean,COSCO,MSKU8788870,DCJU9770031,CN,China,CNUPT86291,4,9401.71.0011,Upholstered metal-frame seating,2262,NMB,54506.28,0.0,0.0,9903.88.15,4087.97,,0.0,188.81,68.13,4344.91,No,,Daily,01 - Consumption
59561818650,BQMJ91494773938,Summit Athletic Gear,SAG,2025-01-24,2025-01-25,2025-02-03,1701 (Charleston),INMAA (Chennai),Ocean,ONE,MSKU1671929,GQCW6351903,IN,India,INNQX23899,1,9506.62.8040,Inflatable balls,2674,NMB,36144.68,0.0,0.0,,0.0,,0.0,125.21,45.18,170.39,No,,Statement,01 - Consumption
59561818650,BQMJ91494773938,Summit Athletic Gear,SAG,2025-01-24,2025-01-25,2025-02-03,1701 (Charleston),INMAA (Chennai),Ocean,ONE,MSKU1671929,GQCW6351903,IN,India,INNQX23899,2,4202.92.3031,"Sports bags, outer surface textile",2294,NMB,124172.19,17.6,21854.31,,0.0,,0.0,430.13,155.22,22439.66,No,,Statement,01 - Consumption
59561818650,BQMJ91494773938,Summit Athletic Gear,SAG,2025-01-24,2025-01-25,2025-02-03,1701 (Charleston),INMAA (Chennai),Ocean,ONE,MSKU1671929,GQCW6351903,IN,India,INNQX23899,3,6211.33.0056,"Men's track suits, man-made fibers",674,DOZ,101303.68,16.0,16208.59,,0.0,,0.0,350.92,126.63,16686.14,No,,Statement,06 - FTZ
59561818650,BQMJ91494773938,Summit Athletic Gear,SAG,2025-01-24,2025-01-25,2025-02-03,1701 (Charleston),INMAA (Chennai),Ocean,ONE,MSKU1671929,GQCW6351903,IN,India,INNQX23899,4,6116.93.8800,"Synthetic fiber gloves, knitted",4241,DOZ/PRS,47445.01,18.6,8824.77,,0.0,,0.0,164.35,59.31,9048.43,No,,Daily,01 - Consumption
59561818650,BQMJ91494773938,Summit Athletic Gear,SAG,2025-01-24,2025-01-25,2025-02-03,1701 (Charleston),INMAA (Chennai),Ocean,ONE,MSKU1671929,GQCW6351903,IN,India,INNQX23899,5,6116.93.8800,"Synthetic fiber gloves, knitted",456,DOZ/PRS,110962.79,18.6,20639.08,,0.0,,0.0,384.38,138.7,21162.16,No,,Statement,01 - Consumption
59561818654,BQLP60031562457,Meridian Home Furnishings,MHF,2025-03-16,2025-03-18,2025-03-26,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,ONE,MSKU6362174,GYWL9659536,VN,Vietnam,VNSRL75973,1,7009.92.5000,"Glass mirrors, framed",4825,NMB,139105.73,3.9,5425.12,,0.0,9903.02.46,63988.64,481.86,173.88,70069.5,No,,Statement,01 - Consumption
59561818654,BQLP60031562457,Meridian Home Furnishings,MHF,2025-03-16,2025-03-18,2025-03-26,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,ONE,MSKU6362174,GYWL9659536,VN,Vietnam,VNSRL75973,2,5702.42.2090,"Floor coverings, woven pile, of man-made fibers",266,M2,111169.95,4.4,4891.48,,0.0,9903.02.46,51138.18,385.09,138.96,56553.71,No,,Statement,01 - Consumption
59561818654,BQLP60031562457,Meridian Home Furnishings,MHF,2025-03-16,2025-03-18,2025-03-26,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,ONE,MSKU6362174,GYWL9659536,VN,Vietnam,VNSRL75973,3,9405.42.8200,"Luminaires and lighting, LED",187,NMB,115469.76,3.9,4503.32,,0.0,9903.02.46,53116.09,399.99,144.34,58163.74,No,,Daily,01 - Consumption
59561818654,BQLP60031562457,Meridian Home Furnishings,MHF,2025-03-16,2025-03-18,2025-03-26,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,ONE,MSKU6362174,GYWL9659536,VN,Vietnam,VNSRL75973,4,9401.71.0011,Upholstered metal-frame seating,1433,NMB,44609.25,0.0,0.0,,0.0,9903.02.46,20520.26,154.53,55.76,20730.55,No,,Daily,01 - Consumption
59561818654,BQLP60031562457,Meridian Home Furnishings,MHF,2025-03-16,2025-03-18,2025-03-26,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,ONE,MSKU6362174,GYWL9659536,VN,Vietnam,VNSRL75973,5,9404.90.2000,Pillows and cushions,4038,NMB,80843.52,6.0,4850.61,,0.0,9903.02.46,37188.02,280.04,101.05,42419.72,Yes,FDA Hold,Statement,01 - Consumption
59561818654,BQLP60031562457,Meridian Home Furnishings,MHF,2025-03-16,2025-03-18,2025-03-26,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,ONE,MSKU6362174,GYWL9659536,VN,Vietnam,VNSRL75973,6,9404.90.2000,Pillows and cushions,2554,NMB,83016.79,6.0,4981.01,,0.0,9903.02.46,38187.72,287.57,103.77,43560.07,No,,Statement,06 - FTZ
59561818704,BQLP16431993193,Pacific Coast Apparel,PCA,2024-11-05,2024-11-08,2024-11-16,5301 (Houston),TWKHH (Kaohsiung),Ocean,COSCO,MSKU2378487,CADM1231185,TW,Taiwan,TWGEM16161,1,4202.22.8050,"Handbags, outer surface textile",2416,NMB,34007.27,17.6,5985.28,,0.0,,0.0,117.8,42.51,6145.59,No,,Daily,01 - Consumption
